11.02.2021,124,03,128,73,132,76,118,07,6,54M,-3,64%
12.02.2021,136,52,124,03,140,93,121,10,6,22M,10,07%
13.02.2021,133,07,136,64,138,47,125,07,4,20M,-2,52%
14.02.2021,135,98,133,09,138,78,128,53,4,90M,2,18%
15.02.2021,129,98,135,97,142,07,118,64,5,26M,-4,41%
16.02.2021,130,09,129,99,133,43,126,34,3,57M,0,08%
17.02.2021,165,38,130,09,175,33,126,91,10,82M,27,13%
18.02.2021,195,74,165,38,199,66,163,11,11,91M,18,36%
19.02.2021,332,74,195,74,346,82,195,07,21,23M,69,99%
20.02.2021,254,36,332,74,334,15,223,93,14,42M,-23,56%
21.02.2021,293,76,254,33,308,54,249,64,11,49M,15,49%
22.02.2021,267,43,293,77,295,15,222,44,13,34M,-8,97%
23.02.2021,231,72,267,42,268,69,188,71,16,50M,-13,35%
24.02.2021,254,26,231,71,280,66,213,89,12,30M,9,73%
25.02.2021,233,70,254,26,264,46,232,19,7,22M,-8,09%
26.02.2021,222,08,233,70,238,71,209,98,7,82M,-4,97%
27.02.2021,225,07,222,08,237,70,219,32,4,46M,1,35%
28.02.2021,210,04,225,54,228,47,195,22,6,00M,-6,68%
01.03.2021,254,72,210,04,259,51,209,51,8,32M,21,27%
02.03.2021,239,46,254,73,264,41,227,61,5,71M,-5,99%
03.03.2021,240,85,239,48,254,37,236,51,4,51M,0,58%
04.03.2021,229,70,240,62,249,66,225,65,4,24M,-4,63%
05.03.2021,225,63,229,69,230,91,215,91,3,90M,-1,77%
06.03.2021,226,26,225,64,232,25,219,73,2,84M,0,28%
07.03.2021,240,02,226,26,243,72,225,20,3,71M,6,08%
08.03.2021,240,59,240,03,242,78,229,09,3,21M,0,24%
09.03.2021,292,99,240,59,297,08,235,87,8,18M,21,78%
10.03.2021,278,15,293,00,295,31,268,74,6,32M,-5,07%
11.03.2021,290,07,278,15,314,44,272,98,6,91M,4,29%
12.03.2021,263,42,290,07,290,22,251,44,6,19M,-9,19%
13.03.2021,275,89,263,42,283,56,255,95,4,11M,4,73%
14.03.2021,264,25,275,89,276,77,264,25,2,58M,-4,22%
15.03.2021,254,22,264,21,267,59,250,05,3,54M,-3,79%
16.03.2021,258,28,254,24,259,13,241,44,3,19M,1,60%
17.03.2021,269,86,258,29,271,04,249,02,3,02M,4,48%
18.03.2021,261,09,269,85,277,73,257,70,3,33M,-3,25%
19.03.2021,263,15,261,28,269,00,255,39,2,41M,0,79%
20.03.2021,264,10,263,14,274,49,261,65,2,52M,0,36%
21.03.2021,264,74,264,39,267,92,257,12,2,12M,0,24%
22.03.2021,255,03,264,74,276,81,253,43,3,44M,-3,67%
23.03.2021,255,43,254,85,262,75,252,27,2,82M,0,16%
24.03.2021,248,59,255,45,268,60,240,41,3,50M,-2,68%
25.03.2021,234,25,248,60,249,72,225,90,3,74M,-5,77%
26.03.2021,254,99,233,96,255,09,233,95,2,79M,8,85%
27.03.2021,269,32,254,99,275,91,249,86,3,29M,5,62%
28.03.2021,268,87,269,31,281,24,261,24,3,50M,-0,17%
29.03.2021,275,12,268,87,277,49,264,92,2,90M,2,32%
30.03.2021,311,41,275,12,311,41,271,30,5,78M,13,19%
31.03.2021,302,18,311,41,316,44,287,24,4,95M,-2,96%
01.04.2021,334,33,302,19,339,00,300,79,4,61M,10,64%
